BAscore,abv,beer_id,beer_img,beer_name,beer_style,brewery,desc,num_reviews,ranking
3.52,5.50,9499,https://cdn.beeradvocate.com/im/beers/6622.jpg,Oktoberfest,German Märzen / Oktoberfest,Blue Point Brewing Company,"Originally brewed a couple hundred years ago to celebrate the betrothal of the Crown Prince of Bavaria, we’re helping keep the tradition alive by brewing Oktoberfest every fall for our most royal/loyal followers.",157,41195
3.86,5.80,9500,https://cdn.beeradvocate.com/im/beers/81168.jpg,Coffee Smoke & Dagger,German Rauchbier,Jack's Abby Brewing,None provided.,27,18931
3.72,4.70,9501,https://cdn.beeradvocate.com/im/beers/2960.jpg,Spezial Rauchbier Lager,German Rauchbier,Brauerei Spezial,"Unser Lagerbier ist die bekannteste Rauchbiersorte aus unserem Spezialitätenangebot. Das bernsteinfarbige Bier mit seinem feinem, mildem Rauchgeschmack lässt auch Skeptiker zum überzeugten Rauchbierfan werden. Der Stammwürzgehalt dieses Bieres beträgt ca.12% - daraus resultiert der Alkoholgehalt mit ca.4,7%",235,30250
3.58,8.50,9502,https://cdn.beeradvocate.com/im/beers/91910.jpg,Mac FannyBaw,German Rauchbier,Against The Grain Brewery & Smokehouse,Rauchbier brewed with peat smoked malt and alderwood smoked sea salt. Aged in Angel's Envy bourbon barrels.,28,38594
4.06,7.40,9503,https://cdn.beeradvocate.com/im/beers/58046.jpg,Rauch Ür Bock,German Rauchbier,Caldera Brewing Company,None provided.,86,7080
4.25,5.50,9504,https://cdn.beeradvocate.com/im/beers/21704.jpg,Aecht Schlenkerla Fastenbier,German Rauchbier,Brauerei Heller-Trum / Schlenkerla,"The Original Schlenkerla Lentbeer is an unfiltered smokebeer, brewed according to the Bavarian Purity Law of 1516. Bottom-fermenting yeast gives the reddish brown lentbeer a natural cloudiness. Its smokey aroma is already noticeable in the smell, combined with a fine hoppy note. In the drink the fullbodied, highly drinkable lentbeer shows its strong malty flavour, rounded up with the smokey taste and a light bitterness. Due to the nourishing yeast, the Original Schlenkerla Lentbeer has the ""Brotzeit already included"" (German word for afternoon snack).",174,1747
3.84,5.40,9505,https://cdn.beeradvocate.com/im/beers/86211.jpg,Fire In The Ham,German Rauchbier,Jack's Abby Brewing,"Caution! This is an intensely smokey lager similar to those found in Bamberg, Germany. Most of this brew's malt was dried over flaming beechwood, which ingrains unique smokey flavors. Aromas of campfires, smoked ham, and bacon dominate a soft malt and hop backbone. Although hard to believe, this beer is vegan friendly.",66,20357
3.57,9.45,9506,https://cdn.beeradvocate.com/im/beers/77231.jpg,Samuel Adams Cinder Bock,German Rauchbier,Boston Beer Company (Samuel Adams),None provided.,168,39455
4.05,8.00,9507,https://cdn.beeradvocate.com/im/beers/54731.jpg,Aecht Schlenkerla Eiche,German Rauchbier,Brauerei Heller-Trum / Schlenkerla,"Facts on Aecht Schlenkerla Eiche:While for the classic Aecht Schlenkerla Rauchbier traditionally beech has been — and still is — used, the malt for Schlenkerla Oak Smoke is kilned with oak wood. The resulting Schlenkerla Oak Smokemalt has a smoother and more multilayered smoky note than the intensely aromatic beech smokemalt. The hence complex smokiness in this double bock is paired with the multifaceted bitterness of finest Hallertau aroma hops. With 8% alcohol and amber color it matures for months in the 14th century brewery cellars into a special treat for smoke beer lovers. As one of the last traditionally made smoked beers, Aecht Schlenkerla Rauchbier is a passenger in the „Ark of Taste” by SlowFood®.Brewed with 100% Schlenkerla Oak Smoke Malt40 IBU from finest aroma hopsBernstein (amber) color",451,6835
3.93,5.80,9508,https://cdn.beeradvocate.com/im/beers/71501.jpg,Smoke & Dagger,German Rauchbier,Jack's Abby Brewing,"Cloaked in mystery, this dark black beer skirts the line between a schwarzbier and smoked porter. The use of a small percentage of traditional Beechwood smoked malt adds complexity and balances the liberal use of chocolate malt. Notes of roasted grains, beechwood smoke,and coffee accompany a full bodied-and sweet chocolately malt character. Smoke & Dagger uses locally grown unmalted barley from MA.",199,13259
4.14,6.60,9509,https://cdn.beeradvocate.com/im/beers/1324.jpg,Aecht Schlenkerla Rauchbier Urbock,German Rauchbier,Brauerei Heller-Trum / Schlenkerla,First tapping every first Thursday of October. A bitter Smokebock for the strongbeer-season (October through December). Matured for weeks in the deep rock-cellar and tapped freshly from the oakwood cask.,743,3705
3.92,5.20,9510,https://cdn.beeradvocate.com/im/beers/1018.jpg,Aecht Schlenkerla Rauchbier Weizen,German Rauchbier,Brauerei Heller-Trum / Schlenkerla,"Schlenkerla Smokebeer Wheat is an ale with light smoky aroma. As Bavarian wheat beers, it is being brewed with a mixture of both barley malt and wheat malt. The portion of barley malt is hereby a classic Schlenkerla smokemalt, while the wheat malt remains unsmoked. Served unfiltered with its natural haziness, Schlenkerla Wheat reaches its full aroma through bottle fermentation with fine top fermenting yeast.",450,14008
4.06,5.40,9511,https://cdn.beeradvocate.com/im/beers/727.jpg,Aecht Schlenkerla Rauchbier Märzen,German Rauchbier,Brauerei Heller-Trum / Schlenkerla,"ABV may vary slightly year to year.Aecht Original Schlenkerla Maerzen Smokebeer, considered the classic example in its category, has been brewed for centuries in the baroque town of Bamberg in Franconia (Bavaria/Germany). Following the most ancient malting traditions, all its select barley malts are kilned over a fire of beech wood logs at the Schlenkerla maltings. Brewed in classic copper vessels and matured for months in 14th century cellars, Aecht Schlenkerla Rauchbier is a truly unique smoky beer experience.",1174,6337
3.6,5.00,9512,https://cdn.beeradvocate.com/im/beers/25382.jpg,Oktober Fest,German Märzen / Oktoberfest,Stoudts Brewing Co.,None provided.,243,38012
3.46,5.40,9513,https://cdn.beeradvocate.com/im/beers/1522.jpg,Saranac Our Octoberfest German Style Lager,German Märzen / Oktoberfest,Matt Brewing Company / Saranac Brewery,None provided.,283,42754
3.77,5.70,9514,https://cdn.beeradvocate.com/im/beers/61979.jpg,Oktoberfest,German Märzen / Oktoberfest,Revolution Brewing,"A classic German-style Oktoberfest beer that goes down smooth with a pleasant, toasty malt flavor. 100% German malts create a supple and flavorful base for this traditional Oktoberfest lager. Our 2015 version is brewed with a hop called Hallertau Gold, grown on only one farm in the whole of Bavaria to deliver a hop profile which is at the same time both classic and unique.",89,26578
3.77,5.70,9515,,Copper Legend Octoberfest,German Märzen / Oktoberfest,Jack's Abby Brewing,"Ancient timelines talk of dark days, plagued by hardships and Kingdom demands. When hope was all but lost, a legend emerged. A plumber. With copper pipes and an uncanny wit, he battled fierce foes and saw to the brewery’s opening. Our Octoberfest is malty, smooth and exceedingly drinkable. It is perfect to celebrate and honor today’s legends. We use locally grown wheat from MA, Munich malt and noble hops.",132,26580
4.05,6.00,9516,https://cdn.beeradvocate.com/im/beers/357839.jpg,Sierra Nevada Oktoberfest - Weihenstephan Collaboration (2018),German Märzen / Oktoberfest,Sierra Nevada Brewing Co.," Limited (brewed once)We’ve partnered with Bavaria’s Weihenstephan, the world’s oldest brewery, for this American take on the classic German Oktoberfest. A malt backbone is balanced by subtle hop character in this crisp, clean, and drinkable crowd-pleaser. Nothing captures the spirit of celebration like a beer among friends.YEAST Lager yeastBITTERING HOPS SterlingFINISHING HOPS Sterling, Spalter, RecordMALTS Two-row Pale, Steffi, Pilsner, MunichBEGINNING GRAVITY 13.9° platoENDING GRAVITY 2.8° plato",217,-
3.59,5.50,9517,https://cdn.beeradvocate.com/im/beers/6746.jpg,Oktoberfest,German Märzen / Oktoberfest,The Schlafly Tap Room,"Our Oktoberfest is a traditional Bavarian Märzen with a toasty malt aroma and slight caramel taste. This rich, amber lager is balanced by the use of German noble hops, while the lager yeast ferments cold and slow, creating a smooth, crisp beer.Märzen, or Oktoberfest, has its origins in Bavaria, most likely before the 16th century. For public safety and brewing quality concerns, the Bavarian Brauordnung was decreed in 1539, stating that beer could only be brewed from September 29th (Saint Michael) to April 23rd (Saint George). Over the summer months, beers were stored, or lagered, in caves and stone cellars. The evolution of Oktoberfest came from the last brews of the year, in March (or Märzen), as these beers would be ready to drink for the Bavarian celebration, “Oktoberfest”.",185,38573
3.76,7.70,9518,https://cdn.beeradvocate.com/im/beers/61554.jpg,Atom Smasher,German Märzen / Oktoberfest,Two Brothers Brewing Company,"With a tip of our hat to our scientific neighbors we have created the innovative Atom Smasher. A hefty, full bodied lager reminiscent of marzen beers from days gone by.",122,27246
3.66,6.60,9519,https://cdn.beeradvocate.com/im/beers/1072.jpg,Oktoberfest,German Märzen / Oktoberfest,Saint Arnold Brewing Company,"A full bodied, malty, slightly sweet beer celebrating the Autumn harvest. This rich beer has a round malt flavor and an above average alcohol content perfect for a cool fall evening. Malt: Three different blended Munich-style malts Hops: Czech Saaz and Tettnanger.Original Gravity: 1.061 (15.5° Plato)Color: Red-Amber Bitterness: 24 IBU",170,34575
3.68,6.00,9520,https://cdn.beeradvocate.com/im/beers/131121.jpg,Dead Ringer,German Märzen / Oktoberfest,Ballast Point Brewing Company,"Our Dead Ringer Oktoberfest lager is inspired by old-style Märzen brews customarily enjoyed during Bavaria’s world-famous beer festival. Thanks to an abundance of toasted malt and a lower hop bitterness, this dark reddish brown lager is loaded with sweet, caramel toffee flavors and aromas. All the taste and celebration of Oktoberfest packed into one bottle; no lederhosen required.",165,33229
3.86,6.00,9521,https://cdn.beeradvocate.com/im/beers/61555.jpg,Paulaner Oktoberfest Wiesn,German Märzen / Oktoberfest,Paulaner Brauerei GmbH & Co. KG,This full bodied golden Oktoberfest lager is the only beer served in Paulaner Oktoberfest tents today. It is the pinnacle of German brewing: wonderfully mellow with a balanced harmonious taste. It has a strong note of malt and the pleasant fragrance of hops.,240,18612
3.64,6.50,9522,https://cdn.beeradvocate.com/im/beers/1785.jpg,Oktoberfest,German Märzen / Oktoberfest,Summit Brewing Company,"Brewed in the classic Märzen style with Northern Brewer hops from Germany. Rich, toffee malt flavors up front with a clean hop finish as crisp as the autumn air. Unfortunately, like the fall colors, this seasonal beer is gone before you know it.",291,35896
3.45,5.90,9523,https://cdn.beeradvocate.com/im/beers/12451.jpg,Warsteiner Premium Oktoberfest,German Märzen / Oktoberfest,Warsteiner Brauerei,"Celebrate German heritage with this authentic, German Specialty Beer.A truly German import brewed according to the German Purity Law, as are all Warsteiner beers, in limited quantities especially for Oktoberfest celebrations. This special edition has a well-balanced, mild and smooth taste with a uniquely soft, hoppy aftertaste and 5.9% alcohol. So bring a bit of Germany with you to your next Oktoberfest celebration and bring a Warsteiner Oktoberfest Special Edition.",282,43027
3.66,5.80,9524,https://cdn.beeradvocate.com/im/beers/3321.jpg,Bob's '47 Oktoberfest,German Märzen / Oktoberfest,Boulevard Brewing Co.,"Our fall seasonal beer, Bob’s ’47 Oktoberfest is a medium-bodied, dark amber brew with a malty flavor and well-balanced hop character. With this Munich-style lager we salute our friend Bob Werkowitch, Master Brewer and graduate of the U.S. Brewer’s Academy, 1947.",267,34600
3.75,5.00,9525,https://cdn.beeradvocate.com/im/beers/45148.jpg,Oaktoberfest,German Märzen / Oktoberfest,Firestone Walker Brewing Co.,"Oaktoberfest is a true German Marzen bier brewed with premium imported Pilsner and Vienna malts and is spiced with Bavarian hop from the mother land. Light Amber in color, soft malty profile, full bodied lager beer. Fermented with the famous Bavarian Augustiner Lager yeast from Munich. We utilized German Hallertauer Traditions for both bittering and aroma additions adding a rich, noble hop presence to this beer.",163,28005
3.79,6.00,9526,https://cdn.beeradvocate.com/im/beers/33236.jpg,Munsterfest,German Märzen / Oktoberfest,3 Floyds Brewing Co.,None provided.,232,24563
3.64,5.70,9527,https://cdn.beeradvocate.com/im/beers/16254.jpg,Gordon Biersch Märzen,German Märzen / Oktoberfest,Gordon Biersch Brewery Restaurant,"Our most popular beer, Märzen (Maert-zen) is a smooth, mildly sweet, auburn colored lager. This beer originated from Bavaria, where it was brewed in March (Marz in German) and stored in caves to be enjoyed during warmer weather. At the end of September, any remaining kegs of Märzen were consumed during the two week celebration which became famous as Oktoberfest. We hope you'll enjoy it year round.",302,35900
3.39,5.00,9528,https://cdn.beeradvocate.com/im/beers/83.jpg,Beck's Oktoberfest,German Märzen / Oktoberfest,Brauerei Beck & Co.,None provided.,421,44107
4.02,6.00,9529,https://cdn.beeradvocate.com/im/beers/32620.jpg,SurlyFest,German Märzen / Oktoberfest,Surly Brewing Company,"Brewed with three different types of Rye and a single variety of American Hops. Malted Rye, Flaked Rye, and Crystal Rye impart a distinctive biscuit flavor to the lush Vienna Malt body, and dry-hopping with Sterling Hops adds bright, floral hop aromas.",383,8176
3.34,5.45,9530,https://cdn.beeradvocate.com/im/beers/72310.jpg,Yuengling Oktoberfest,German Märzen / Oktoberfest,Yuengling Brewery,None provided.,198,44819
3.67,5.70,9531,https://cdn.beeradvocate.com/im/beers/1470.jpg,Goose Fest Bier,German Märzen / Oktoberfest,Goose Island Beer Co.,"Formerly Goose OktoberfestGoose Fest Bier is brimming with notes of toasted malt and freshly baked rye bread. This light-bodied German lager is clean and crisp with a fine noble hop character and mild earthy bitterness that is the hallmark of Hallertau hops. Raise a few steins of Goose Fest Bier this fall and celebrate this time-honored tradition, Prost!",282,33995
3.75,6.20,9532,https://cdn.beeradvocate.com/im/beers/51631.jpg,Hoss Oktoberfest Lager,German Märzen / Oktoberfest,Great Divide Brewing Company,"HOSS is based on the Märzen lagers of Germany. Rich, layered malt notes, with hints of cherry and dark fruits, dominate, while the unique addition of rye imparts a slightly earthy, spicy character. Hoss finishes crisp and dry, and its brilliant red-orange color is a toast to the sunsets that make the perfect backdrop for this beer.2009 Great American Beer Festival, Bronze Medal, Rye Beer2010 World Beer Cup, Bronze Medal, Rye2010 Australian International Beer Awards, Gold Medal & Overall Champion Lager",470,28009
3.57,5.60,9533,https://cdn.beeradvocate.com/im/beers/19651.jpg,Dogtoberfest,German Märzen / Oktoberfest,Flying Dog Brewery,"There is sauerkraut in my lederhosen. I repeat: There is sauerkraut in my lederhosen!Malts: Vienna, MunichHops: Perle, HallertauYeast: LagerBrewed with 100% imported German ingredients.",553,39548
3.64,5.50,9534,https://cdn.beeradvocate.com/im/beers/32695.jpg,Octoberfest Beer,German Märzen / Oktoberfest,Bell's Brewery - Eccentric Café & General Store,"Crafted as a flavorful session beer and perfect for autumn, Octoberfest spends a full six weeks fermenting.With herbal hop aromas, this balanced amber lager focuses on lightly toasted malt that lends body without too much sweetness. Perfect for a week-long wedding celebration in Germany or the start of the Michigan autumn.",541,35924
3.36,5.80,9535,https://cdn.beeradvocate.com/im/beers/60642.jpg,Märzen-Style Oktoberfest,German Märzen / Oktoberfest,Spoetzl Brewery / Shiner,"Just like the world's largest beer festival, our little brewrey has Bavarian roots and a long tradition of honoring tradition. Which is why we made this märzen-style with German-grown Hallertau tradition. If that doesn't make you polka dance for joy, we don't know what will.",325,44565
3.95,6.25,9536,https://cdn.beeradvocate.com/im/beers/6075.jpg,Staghorn Octoberfest,German Märzen / Oktoberfest,New Glarus Brewing Company,None provided.,349,12004
3.67,5.30,9537,https://cdn.beeradvocate.com/im/beers/313.jpg,Octoberfest Beer,German Märzen / Oktoberfest,Harpoon Brewery & Beer Hall,"The character and complexity of Harpoon Octoberfest comes from the malt and hops. When looking at a freshly poured Harpoon Octoberfest, you will notice the garnet-red color with a firm, creamy head. The beer’s color is from a blend of Munich, chocolate, and pale malt. The thick head results in part from wheat malt added to the grist. The hop aroma of this beer is not overpowering but it is present. Tettnang hops add a subtle spice nose that blends with the malt character. This beer is full-bodied, smooth, and malty. Willamettehops are used to provide a gentle bitterness and to balance any residual sweetness present from the malt. The finish is soft and malty with a mild bitterness.",504,34001
3.77,6.60,9538,https://cdn.beeradvocate.com/im/beers/32410.jpg,Oktoberfest,German Märzen / Oktoberfest,Left Hand Brewing Company,"This is no festivus for the restivus, on the contrary, we start brewing in the spring and it takes a full two months to reach lagered perfection. Biscuity, malty goodness dominates upfront while the noble pedigree hops lend a properly spicy, dry finish.",472,26594
3.5,6.30,9539,https://cdn.beeradvocate.com/im/beers/2011.jpg,Hofbräu Oktoberfestbier,German Märzen / Oktoberfest,Hofbräuhaus München,None provided.,616,41849
3.88,8.00,9540,https://cdn.beeradvocate.com/im/beers/19425.jpg,The Kaiser,German Märzen / Oktoberfest,Avery Brewing Company,"The Kaiser once said, “Give me a woman who loves beer and I will conquer the world.” If the Kaiser and his significant other had tipped this bottle, we’d all be “sprechenden Deutsch!” We took all that is good in a traditional Oktoberfest – gorgeous, deep copper sheen, massive malty backbone and spicy, floral, pungent Noble hops – then intensified each into this, an Imperial Oktoberfest.",675,16957
3.75,5.80,9541,https://cdn.beeradvocate.com/im/beers/6861.jpg,Weihenstephaner Festbier,German Märzen / Oktoberfest,Bayerische Staatsbrauerei Weihenstephan,"A full rich bodied, hoppy, seasonal lager. Especially brewed for the Festbier season. This beer truly represents the Bavarian way of celebrating. Deep gold color, great mouth-feel and lots of flavor. Prost!",678,28015
3.19,5.10,9542,https://cdn.beeradvocate.com/im/beers/5757.jpg,Leinenkugel's Oktoberfest,German Märzen / Oktoberfest,Jacob Leinenkugel Brewing Company,None provided.,519,46021
3.95,5.80,9543,https://cdn.beeradvocate.com/im/beers/234.jpg,Hacker-Pschorr Original Oktoberfest Amber Märzen,German Märzen / Oktoberfest,Hacker-Pschorr Bräu GmbH,"Forbidden as it was to brew in summer, a stronger beer – the Märzen – was brewed earlier in March. It would finally be served at the Oktoberfest, under the “Heaven of Bavaria”. We have returned once again to the age-old recipe and recreated that gloriously smooth, honey-coloured piece of history from times gone by. And all is brewed with due reverence to the Bavarian Purity Law of 1516.",855,11978
3.63,5.50,9544,https://cdn.beeradvocate.com/im/beers/570.jpg,Oktoberfest,German Märzen / Oktoberfest,Brooklyn Brewery,"When Crown Prince Ludwig of Bavaria wanted to celebrate his wedding engagement in 1810, he did what any good Bavarian prince would – he threw a beer festival. Both the festival and the special beer served there became known as Oktoberfest. Brewed from the finest German malt and hops, Brooklyn Oktoberfest is true to the original style, fullbodied and malty, with a bready aroma and light, brisk hop bitterness.",800,36561
3.67,5.60,9545,https://cdn.beeradvocate.com/im/beers/1017.jpg,Festbier,German Märzen / Oktoberfest,Victory Brewing Company - Downingtown,"Friendship and camaraderie: the two keys to any festive event. And then there’s the beer. It should be full-bodied, yet infinitely smooth. Seductively malty, with a kiss of the hops for balance. This is our Festbier. Painstakingly crafted from German malts, decoction brewed for full flavor and carefully aged for depth of character. Subtly sweet with a delicate malt nose, our Festbier gains its impressive body from our use of all imported German malts and decoction brewing process. Gather with your friends for a festive moment of Victory!",819,34036
4.05,6.50,9546,https://cdn.beeradvocate.com/im/beers/13896.jpg,Oktoberfest,German Märzen / Oktoberfest,Great Lakes Brewing Co.,"Prost! Our take on this classic German style is a celebration of maltiness— packed with rustic, autumnal flavors to put a little more oomph into your oom-pah-pah.Über smooth with vibrant malt flavors and a festive flourish of noble hops (lederhosen not included).World Beer Championships4-Time Medal Winner (Gold, Silver)",659,6735
3.87,5.80,9547,https://cdn.beeradvocate.com/im/beers/386.jpg,Paulaner Oktoberfest Bier,German Märzen / Oktoberfest,Paulaner Brauerei GmbH & Co. KG,"Also known as Paulaner Oktoberfest BierAn amber beer style that was developed to celebrate the original Oktoberfest over 200 years ago. This full bodied beer with its rich malt flavor, dark toffee note and underlying fruitiness has a masterful hop balance.",1160,17684
4.01,5.80,9548,https://cdn.beeradvocate.com/im/beers/1361.jpg,Ayinger Oktober Fest-Märzen,German Märzen / Oktoberfest,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,None provided.,1146,8623
3.67,5.30,9549,https://cdn.beeradvocate.com/im/beers/102.jpg,Samuel Adams Octoberfest,German Märzen / Oktoberfest,Boston Beer Company (Samuel Adams),"In 1810, the Oktoberfest tradition was born when Munich celebrated the Crown Prince's wedding with a special beer and 16-day party. Our version of this classic style blends hearty malts for a deep, smooth flavor of caramel, creating a brew that's perfect for the season, or whatever you're celebrating. Smooth with a roasty sweetness, and light hop character.",2227,34048
3.62,5.60,9550,https://cdn.beeradvocate.com/im/beers/95288.jpg,Dinkelacker Oktoberfestbier Märzen,German Märzen / Oktoberfest,Dinkelacker-Schwabenbraeu AG,None provided.,36,36507
3.63,5.90,9551,https://cdn.beeradvocate.com/im/beers/582.jpg,Spaten Oktoberfestbier Ur-Märzen,German Märzen / Oktoberfest,Spaten-Franziskaner-Bräu,None provided.,1194,36586
3.59,5.50,9552,,Altenmünster Oktoberfest,German Märzen / Oktoberfest,Allgäuer Brauhaus AG,None provided.,14,38056
3.05,5.50,9553,https://cdn.beeradvocate.com/im/beers/48521.jpg,Kirkland Signature German Style Lager,German Märzen / Oktoberfest,Kirkland Signature / Costco Wholesale Corporation,None provided.,49,46478
3.37,6.70,9554,https://cdn.beeradvocate.com/im/beers/84693.jpg,Oktoberfest,German Märzen / Oktoberfest,"Pyramid Breweries, Inc.",None provided.,39,44038
3.52,6.00,9555,https://cdn.beeradvocate.com/im/beers/26486.jpg,Saratoga Lager,German Märzen / Oktoberfest,Mendocino Brewing Company,"Brewed in the grand tradition of Vienna Lagers in Austria and Marzenbiers of Munich, Saratoga Lager is a smooth, medium bodied lager with a pale copper color and a rich aroma. German hops and Munich malt impart an intriguing balance between light, soft bitterness and a refreshing sweetness.",47,40822
3.86,5.50,9556,https://cdn.beeradvocate.com/im/beers/72482.jpg,Oktoberfest,German Märzen / Oktoberfest,Port City Brewing,"Port City Oktoberfest is a traditional Märzen style lager, brewed with all German malts and hops. This beer is amber in color, with malty, gently sweet flavors of crusty bread, leading to a clean dry finish with a touch of noble hops. Our Oktoberfest is unfiltered and completely naturally carbonated, served in the 'keller' or 'Zwickel' style. Our Oktoberfest won a Silver Medal at the 2013 Great American Beer Festival for Vienna-style Lager! Prost!",43,19081
3.94,5.70,9557,https://cdn.beeradvocate.com/im/beers/334.jpg,Oktoberfest,German Märzen / Oktoberfest,Millstream Brewing Company,"Millstream's Oktoberfest is similar to the our Munich style Schild Brau Amber, but it has more flavor, is maltier, and darker in color. A truly special beer, to celebrate the harvest, an important part of life here in Amana. Join us for the Amana Colonies Oktoberfest and partake of a pint yourself!",63,13293
3.83,5.40,9558,https://cdn.beeradvocate.com/im/beers/6599.jpg,Octoberfest,German Märzen / Oktoberfest,Free State Brewing Co.,"This is a smooth, malty lager fashioned after the famous Octoberfest beers in Munich. Each year around this time, the Germans celebrate the anniversary of the marriage, in 1810, of the Crown Prince of Bavaria. Huge crowds pile into Munich to imbibe the pride of the cities breweries by the stein full.Free State's Octoberfest is made from Pilsen malt, caramunich malt, lots of Munich malt, caramel pils malt and aromatic malt. These combine to provide a light amber beer with a smooth, clean malt character that comes through clearly. The hops are Perle for bittering and Hersbrucker for a mild aroma.(O.G. - 13.5P/1054. Hops - 20 IBUs)",31,21439
3.65,5.60,9559,https://cdn.beeradvocate.com/im/beers/5780.jpg,Oktoberfest,German Märzen / Oktoberfest,Köstritzer Schwarzbierbrauerei GmbH & Co.,None provided.,103,34820
3.78,5.60,9560,https://cdn.beeradvocate.com/im/beers/4646.jpg,Märzen,German Märzen / Oktoberfest,Pennsylvania Brewing Company,"A full bodied fest beer, amber colored, very smooth.""One of my Top 24 Favorite American Beers!"" Beer Critic Michael Jackson An amber-red lager fest beer, aromatically malty, brewed in the spring. Uses 2-Row malted barley and a combination of roasted malts. One of beer critic Michael Jckson's ""Top 24 Favorite American Beers.""",73,25503
3.77,5.75,9561,https://cdn.beeradvocate.com/im/beers/52619.jpg,Oktoberfest,German Märzen / Oktoberfest,Sun King Brewing Company,A traditional German lager crafted with choice german malts and Noble hops.,27,26522
3.72,5.40,9562,https://cdn.beeradvocate.com/im/beers/13093.jpg,Oktoberfest,German Märzen / Oktoberfest,Legend Brewing Co.,None provided.,62,30123
3.71,5.80,9563,https://cdn.beeradvocate.com/im/beers/104431.jpg,Ok2berfest,German Märzen / Oktoberfest,Two Roads Brewing Company,Modeled after the classic “Marzenbier” (pronounced “maer-tsen beer”) Octoberfest style that was traditionally the beer served at the Munich Oktoberfest. This is the classic amber lager.,42,30861
3.84,5.60,9564,https://cdn.beeradvocate.com/im/beers/62023.jpg,Oktoberfest,German Märzen / Oktoberfest,von Trapp Brewing,"A deep orange color with a rich malt body, balanced with Noble hop flavors and a crisp finish.",52,20574
3.14,4.80,9565,,Festie,German Märzen / Oktoberfest,Starr Hill Brewery,"Smooth and malty with a clean finish, this is our tribute to the German tradition of Märzen lagers.",54,46094
3.28,7.20,9566,https://cdn.beeradvocate.com/im/beers/10522.jpg,Voll Damm,German Märzen / Oktoberfest,Damm S. A.,None provided.,46,45156
3.87,5.80,9567,https://cdn.beeradvocate.com/im/beers/1063.jpg,Oaktoberfest,German Märzen / Oktoberfest,Live Oak Brewing Company,None provided.,43,18124
4.15,5.40,9568,https://cdn.beeradvocate.com/im/beers/52459.jpg,Mecktoberfest,German Märzen / Oktoberfest,The Olde Mecklenburg Brewery,None provided.,43,3958
3.63,4.75,9569,https://cdn.beeradvocate.com/im/beers/1154.jpg,Fest,German Märzen / Oktoberfest,Stoudts Brewing Co.,None provided.,105,36091
3.82,6.00,9570,https://cdn.beeradvocate.com/im/beers/74629.jpg,Lager Town,German Märzen / Oktoberfest,Half Acre Beer Company,An Octoberfest that lives in the malty bosom of Munich's storied tradition. Take a drive through Lager Town.,26,22265
3.58,6.00,9571,https://cdn.beeradvocate.com/im/beers/73704.jpg,Märzenbier,German Märzen / Oktoberfest,Westbrook Brewing Co.,"The Märzenbier is an Octoberfest-style amber lager brewed with Vienna, Munich, and Caramunich malts and lightly hopped with German Perle hops. The Bavarian lager yeast leaves a clean, malt focused beer perfect for drinking by the liter outside in the cool fall weather!",31,38680
3.66,5.40,9572,https://cdn.beeradvocate.com/im/beers/132878.jpg,Franz,German Märzen / Oktoberfest,Rhinegeist Brewery,None provided.,31,34264
3.74,6.50,9573,https://cdn.beeradvocate.com/im/beers/25859.jpg,Oktoberfest,German Märzen / Oktoberfest,Foothills Brewing Company - Downtown Brewpub,None provided.,50,28636
3.73,5.50,9574,https://cdn.beeradvocate.com/im/beers/5537.jpg,Weltenburger Kloster Anno 1050,German Märzen / Oktoberfest,Klosterbrauerei Weltenburg,None provided.,90,29410
3.57,6.80,9575,https://cdn.beeradvocate.com/im/beers/6405.jpg,Oktoberfest,German Märzen / Oktoberfest,Upland Brewing Company,None provided.,73,39185
3.64,5.30,9576,https://cdn.beeradvocate.com/im/beers/47426.jpg,Gordon Biersch FestBier,German Märzen / Oktoberfest,Gordon Biersch Brewery Restaurant,"Gordon Biersch FestBier celebrates fall and the flavor profile of beers served at the modern-day Oktoberfest. FestBier emphasizes rich, malty undertones with a moderately hoppy finish. The maltiness is created via a combination of dark-roasted, Munich-style malt and Pilsner malt. The hoppy aroma is achieved via the imported Hallertau aroma hops.",79,35530
3.59,6.00,9577,https://cdn.beeradvocate.com/im/beers/6222.jpg,Löwenbräu Oktoberfestbier,German Märzen / Oktoberfest,Löwenbräu AG,None provided.,108,38242
3.61,5.50,9578,https://cdn.beeradvocate.com/im/beers/85078.jpg,Karbachtoberfest,German Märzen / Oktoberfest,Karbach Brewing Co.,None provided.,25,37290
3.34,6.30,9579,https://cdn.beeradvocate.com/im/beers/27245.jpg,Atwater Blöktoberfest,German Märzen / Oktoberfest,Atwater Brewery,None provided.,77,44596
3.16,5.30,9580,https://cdn.beeradvocate.com/im/beers/33209.jpg,Josephs Brau Oktoberfest,German Märzen / Oktoberfest,Trader Joe's Brewing Company,None provided.,109,46047
3.61,6.00,9581,https://cdn.beeradvocate.com/im/beers/62353.jpg,Oktoberfest,German Märzen / Oktoberfest,Santa Fe Brewing Company,"Though it is not necessary to drink this beer out of a mug that is larger than your head while dancing to polka music and wearing your lederhosen, you will find this lager's unbridled festivity difficult to resist. This ode to Germany's classic fall lagers is as clean, clear, and quaffable as any that has ever weighed down the table of a German Beer garden. The crisp maltiness of classic Munich malt compounded with the delicious notes of Bavarian hops gives this clean-finishing beer just the right flavor for the end of the summer.",62,37296
